ar1-nb01	192.168.137.21	7999
ar1-nb02	192.168.137.131	7999
ar1-nb03	192.168.137.138	7999
ar1-nb04	192.168.137.166	7999
ar1-nb05	192.168.137.217	7999
ar1-nb09	192.168.137.56	7999
ar1-nb10	192.168.137.251	7999
ar1-nb11	192.168.137.43	7999
ar1-nb12	192.168.137.38	7999
ar1-nb13	192.168.137.235	7999
server1	192.168.137.1	7999
